record_id,reporting_date,programme_name,sector,state,lga,community,predicted_risk,high_risk_model_score,primary_driver,secondary_driver,tertiary_driver,strongest_protective_signal,recommended_investigation,decision_use
ES-002463,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Bama,Bama Site 5,Medium,0.0001080774279078,Supply delay,Elevated complaints,Low activity completion,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review feedback and complaint records for recurring operational issues. | Review delayed or incomplete activities and implementation constraints.",Recommended for human review; the model does not make operational decisions.
ES-001375,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 1,Low,1.015382432637897e-12,Reporting delay,Low staff availability,Previous-month achievement pattern,Strong activity completion,"Validate reporting timeliness and follow up on delayed field submissions. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-001407,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Gwoza,Gwoza Site 2,Medium,0.0010151530771832,Low achievement,Low staff availability,Elevated complaints,Limited supply delay,"Review progress against targets and identify implementation bottlenecks. | Review staffing coverage, absences and field deployment capacity. | Review feedback and complaint records for recurring operational issues.",Recommended for human review; the model does not make operational decisions.
ES-002143,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Mafa,Mafa Site 1,Medium,0.1780285598362926,Low achievement,Reporting delay,Low activity completion,Lower complaints,Review progress against targets and identify implementation bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints.,Recommended for human review; the model does not make operational decisions.
ES-004447,2026-07-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 1,Low,9.286901944050072e-09,Low achievement,Access constraints,Lower data quality,Timely reporting,"Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-004511,2026-07-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 3,Medium,0.0004476717373068,Reporting delay,Low achievement,Low staff availability,Limited supply delay,"Validate reporting timeliness and follow up on delayed field submissions. | Review progress against targets and identify implementation bottlenecks. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-004671,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 2,Low,2.935615603957279e-10,Low activity completion,Elevated complaints,Previous-month achievement pattern,Limited supply delay,Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues. | Review recent performance trends for persistent underachievement.,Recommended for human review; the model does not make operational decisions.
ES-000191,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,High,0.9835865671179204,Reporting delay,Low activity completion,Low achievement,Limited supply delay,Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks.,Recommended for human review; the model does not make operational decisions.
ES-004703,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 3,Low,5.513694466766204e-23,Low activity completion,Supply delay,Previous-month achievement pattern,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-006143,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 6,Medium,0.0010717137638509,Low achievement,Access constraints,Supply delay,Strong data quality,"Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-000575,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 6,Low,5.249395944854843e-27,Elevated complaints,Low staff availability,Previous-month achievement pattern,Strong achievement,"Review feedback and complaint records for recurring operational issues. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-007135,2026-07-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 1,Low,6.619930624856352e-07,Reporting delay,Low activity completion,Access constraints,Strong achievement,"Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-006111,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 5,Low,1.5501727627728431e-27,Supply delay,Access constraints,Previous-month achievement pattern,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-000991,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,Medium,1.276196084070218e-05,Supply delay,Low activity completion,Elevated complaints,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues.",Recommended for human review; the model does not make operational decisions.
ES-003167,2026-07-01,Education Access Project,Education,Borno,Maiduguri,Maiduguri Site 3,Low,7.1113439317154195e-09,Access constraints,Low staff availability,Previous-month achievement pattern,Timely reporting,"Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-004735,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 4,Medium,1.985254363216512e-06,Elevated complaints,Previous-month achievement pattern,Low activity completion,Strong achievement,Review feedback and complaint records for recurring operational issues. | Review recent performance trends for persistent underachievement. | Review delayed or incomplete activities and implementation constraints.,Recommended for human review; the model does not make operational decisions.
ES-006719,2026-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 6,Low,3.036367193120852e-07,Access constraints,Reporting delay,Supply delay,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Validate reporting timeliness and follow up on delayed field submissions. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-001023,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,Low,1.7847000884268657e-18,Low staff availability,Previous-month achievement pattern,Budget utilisation pattern,Limited supply delay,"Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.",Recommended for human review; the model does not make operational decisions.
ES-006047,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 3,Low,2.6908539994871918e-17,Elevated complaints,Previous-month achievement pattern,Budget utilisation pattern,Limited supply delay,Review feedback and complaint records for recurring operational issues. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.,Recommended for human review; the model does not make operational decisions.
ES-000543,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 5,Medium,1.1331464930021328e-06,Low activity completion,Elevated complaints,Reporting delay,Limited supply delay,Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues. | Validate reporting timeliness and follow up on delayed field submissions.,Recommended for human review; the model does not make operational decisions.
ES-006015,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 2,Medium,0.0012906740657673,Access constraints,Elevated complaints,Reporting delay,Strong activity completion,"Review access, movement and operational constraints affecting delivery. | Review feedback and complaint records for recurring operational issues. | Validate reporting timeliness and follow up on delayed field submissions.",Recommended for human review; the model does not make operational decisions.
ES-006815,2026-07-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 3,High,0.99998769547351,Low achievement,Low activity completion,Supply delay,Lower access constraints,"Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-006303,2026-07-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 5,Medium,0.0289927769795661,Reporting delay,Low activity completion,Low achievement,Strong staff availability,Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks.,Recommended for human review; the model does not make operational decisions.
ES-001055,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 3,Low,3.1265677930869876e-10,Reporting delay,Low activity completion,Elevated complaints,Strong achievement,Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues.,Recommended for human review; the model does not make operational decisions.
ES-005983,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 1,Low,9.529467583880136e-11,Access constraints,Supply delay,Reporting delay,Strong activity completion,"Review access, movement and operational constraints affecting delivery. | Review procurement, logistics and supply-chain bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions.",Recommended for human review; the model does not make operational decisions.
ES-004767,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 5,Medium,0.0011220196311068,Reporting delay,Low activity completion,Low achievement,Limited supply delay,Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks.,Recommended for human review; the model does not make operational decisions.
ES-005951,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 6,Medium,0.0007809931923255,Low achievement,Elevated complaints,Low activity completion,Limited supply delay,Review progress against targets and identify implementation bottlenecks. | Review feedback and complaint records for recurring operational issues. | Review delayed or incomplete activities and implementation constraints.,Recommended for human review; the model does not make operational decisions.
ES-004799,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 6,Medium,0.183581407891986,Low activity completion,Reporting delay,Supply delay,Lower access constraints,"Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-001087,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 4,Medium,0.042000367187725,Low activity completion,Low achievement,Elevated complaints,Lower access constraints,Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks. | Review feedback and complaint records for recurring operational issues.,Recommended for human review; the model does not make operational decisions.
ES-005919,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 5,Low,1.3635322091231812e-09,Supply delay,Reporting delay,Elevated complaints,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions. | Review feedback and complaint records for recurring operational issues.",Recommended for human review; the model does not make operational decisions.
ES-000511,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Konduga,Konduga Site 4,Low,6.643104991745535e-13,Supply delay,Reporting delay,Elevated complaints,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions. | Review feedback and complaint records for recurring operational issues.",Recommended for human review; the model does not make operational decisions.
ES-001119,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 5,Medium,1.0724340941635598e-05,Supply delay,Low activity completion,Reporting delay,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions.",Recommended for human review; the model does not make operational decisions.
ES-005887,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 4,Low,1.010111141398539e-07,Reporting delay,Low activity completion,Low achievement,Lower complaints,Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks.,Recommended for human review; the model does not make operational decisions.
ES-005855,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 3,Low,1.6952379917213085e-08,Elevated complaints,Low achievement,Low staff availability,Limited supply delay,"Review feedback and complaint records for recurring operational issues. | Review progress against targets and identify implementation bottlenecks. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-006591,2026-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 2,Medium,2.517848182814779e-06,Elevated complaints,Low achievement,Reporting delay,Limited supply delay,Review feedback and complaint records for recurring operational issues. | Review progress against targets and identify implementation bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions.,Recommended for human review; the model does not make operational decisions.
ES-004831,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 1,Low,1.102055091562927e-13,Supply delay,Access constraints,Elevated complaints,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review feedback and complaint records for recurring operational issues.",Recommended for human review; the model does not make operational decisions.
ES-004863,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 2,Low,8.509681052096199e-14,Low activity completion,Access constraints,Elevated complaints,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery. | Review feedback and complaint records for recurring operational issues.",Recommended for human review; the model does not make operational decisions.
ES-000159,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 5,Low,3.164919772804533e-09,Supply delay,Elevated complaints,Access constraints,Timely reporting,"Review procurement, logistics and supply-chain bottlenecks. | Review feedback and complaint records for recurring operational issues. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-000927,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 5,Low,6.536702691119941e-22,Low activity completion,Previous-month achievement pattern,Lower data quality,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Review recent performance trends for persistent underachievement. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-005247,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 2,Low,5.976244370613047e-19,Lower data quality,Budget utilisation pattern,Previous-month achievement pattern,Strong achievement,"Validate source data, completeness and reporting quality. | Review expenditure patterns against implementation progress. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-006751,2026-07-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 1,Medium,0.0013418635897968,Low activity completion,Supply delay,Reporting delay,Strong staff availability,"Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions.",Recommended for human review; the model does not make operational decisions.
ES-005279,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 3,Medium,0.0001223247347466,Access constraints,Low staff availability,Supply delay,Strong activity completion,"Review access, movement and operational constraints affecting delivery. | Review staffing coverage, absences and field deployment capacity. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-005215,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 1,Medium,0.0205215366157286,Low achievement,Elevated complaints,Low activity completion,Limited supply delay,Review progress against targets and identify implementation bottlenecks. | Review feedback and complaint records for recurring operational issues. | Review delayed or incomplete activities and implementation constraints.,Recommended for human review; the model does not make operational decisions.
ES-005311,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 4,Low,3.6345863537684383e-16,Elevated complaints,Lower data quality,Supply delay,Strong achievement,"Review feedback and complaint records for recurring operational issues. | Validate source data, completeness and reporting quality. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-000735,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 5,Low,1.4967709320709992e-11,Supply delay,Elevated complaints,Previous-month achievement pattern,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review feedback and complaint records for recurring operational issues. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-005183,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 6,Low,1.140645735480422e-10,Reporting delay,Low activity completion,Elevated complaints,Strong achievement,Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues.,Recommended for human review; the model does not make operational decisions.
ES-000671,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 3,Low,7.096507311908748e-07,Elevated complaints,Supply delay,Access constraints,Strong achievement,"Review feedback and complaint records for recurring operational issues. | Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-000767,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 6,Low,7.21941855164634e-14,Elevated complaints,Access constraints,Previous-month achievement pattern,Timely reporting,"Review feedback and complaint records for recurring operational issues. | Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-005151,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 5,Low,2.481309059054001e-07,Low activity completion,Elevated complaints,Supply delay,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-005119,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 4,Medium,0.2047463853019148,Low activity completion,Low achievement,Elevated complaints,Limited supply delay,Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks. | Review feedback and complaint records for recurring operational issues.,Recommended for human review; the model does not make operational decisions.
ES-005343,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 5,Low,1.6375474356277724e-09,Supply delay,Access constraints,Low activity completion,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review delayed or incomplete activities and implementation constraints.",Recommended for human review; the model does not make operational decisions.
ES-000031,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 1,High,0.999988196216082,Supply delay,Low activity completion,Low achievement,Strong staff availability,"Review procurement, logistics and supply-chain bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-005087,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 3,Medium,8.801382188196337e-06,Reporting delay,Low activity completion,Low staff availability,Strong achievement,"Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review staffing coverage, absences and field deployment capacity.",Recommended for human review; the model does not make operational decisions.
ES-001151,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 6,Medium,0.0131475379036904,Low activity completion,Low achievement,Supply delay,Lower complaints,"Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-007263,2026-07-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 5,Medium,0.0012953686091255,Low achievement,Reporting delay,Access constraints,Limited supply delay,"Review progress against targets and identify implementation bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-005375,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Mafa,Mafa Site 6,Low,1.6284147584216518e-07,Low activity completion,Access constraints,Previous-month achievement pattern,Limited supply delay,"Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-000063,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 2,Low,1.2124431516964147e-20,Low activity completion,Elevated complaints,Lower data quality,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-005023,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 1,Low,2.6235016202321896e-16,Low activity completion,Previous-month achievement pattern,Budget utilisation pattern,Strong achievement,Review delayed or incomplete activities and implementation constraints. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.,Recommended for human review; the model does not make operational decisions.
ES-000639,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 2,Medium,0.0001621338147752,Supply delay,Low activity completion,Access constraints,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-004991,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 6,High,0.999969666873266,Low achievement,Low activity completion,Reporting delay,Budget utilisation pattern,Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions.,Recommended for human review; the model does not make operational decisions.
ES-000095,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 3,Low,3.627937953889421e-09,Access constraints,Elevated complaints,Low achievement,Strong activity completion,"Review access, movement and operational constraints affecting delivery. | Review feedback and complaint records for recurring operational issues. | Review progress against targets and identify implementation bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-004959,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 5,Medium,4.004704729816858e-05,Low activity completion,Access constraints,Low achievement,Limited supply delay,"Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery. | Review progress against targets and identify implementation bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-004639,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Maiduguri,Maiduguri Site 1,Medium,0.0003924867937273,Reporting delay,Supply delay,Low activity completion,Strong achievement,"Validate reporting timeliness and follow up on delayed field submissions. | Review procurement, logistics and supply-chain bottlenecks. | Review delayed or incomplete activities and implementation constraints.",Recommended for human review; the model does not make operational decisions.
ES-000127,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 4,Medium,0.4743657027230428,Low activity completion,Reporting delay,Supply delay,Strong achievement,"Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-006783,2026-07-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 2,Medium,0.0001207164647343,Reporting delay,Low activity completion,Supply delay,Lower access constraints,"Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-004927,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 4,Low,5.3832028469970035e-17,Supply delay,Access constraints,Lower data quality,Strong achievement,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-000607,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Mafa,Mafa Site 1,Low,4.960629768197301e-20,Low staff availability,Lower data quality,Previous-month achievement pattern,Strong achievement,"Review staffing coverage, absences and field deployment capacity. | Validate source data, completeness and reporting quality. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-004895,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Jere,Jere Site 3,Low,2.026109517258653e-11,Elevated complaints,Low activity completion,Supply delay,Strong achievement,"Review feedback and complaint records for recurring operational issues. | Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-000959,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Bama,Bama Site 6,High,0.5772341818037908,Low achievement,Low activity completion,Elevated complaints,Timely reporting,Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues.,Recommended for human review; the model does not make operational decisions.
ES-005055,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 2,Low,7.140792298074494e-17,Lower data quality,Low activity completion,Previous-month achievement pattern,Strong achievement,"Validate source data, completeness and reporting quality. | Review delayed or incomplete activities and implementation constraints. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-005823,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Dikwa,Dikwa Site 2,Low,1.0933602475307077e-13,Access constraints,Low activity completion,Lower data quality,Strong achievement,"Review access, movement and operational constraints affecting delivery. | Review delayed or incomplete activities and implementation constraints. | Validate source data, completeness and reporting quality.",Recommended for human review; the model does not make operational decisions.
ES-005599,2026-07-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 1,Low,1.9838462118784045e-06,Low activity completion,Elevated complaints,Reporting delay,Limited supply delay,Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues. | Validate reporting timeliness and follow up on delayed field submissions.,Recommended for human review; the model does not make operational decisions.
ES-003871,2026-07-01,Education Access Project,Education,Borno,Bama,Bama Site 1,Medium,0.1501000284002981,Low activity completion,Low achievement,Access constraints,Limited supply delay,"Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-006687,2026-07-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 5,Medium,0.0010453659090686,Low activity completion,Low achievement,Access constraints,Timely reporting,"Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-001727,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 6,Low,3.469863967419162e-18,Elevated complaints,Low activity completion,Supply delay,Strong achievement,"Review feedback and complaint records for recurring operational issues. | Review delayed or incomplete activities and implementation constraints. | Review procurement, logistics and supply-chain bottlenecks.",Recommended for human review; the model does not make operational decisions.
ES-006943,2026-07-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 1,High,0.859535904427701,Low achievement,Access constraints,Elevated complaints,Timely reporting,"Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review feedback and complaint records for recurring operational issues.",Recommended for human review; the model does not make operational decisions.
ES-006335,2026-07-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 6,Low,1.3177973865822217e-22,Access constraints,Supply delay,Previous-month achievement pattern,Strong activity completion,"Review access, movement and operational constraints affecting delivery. | Review procurement, logistics and supply-chain bottlenecks. | Review recent performance trends for persistent underachievement.",Recommended for human review; the model does not make operational decisions.
ES-004319,2026-07-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 3,Medium,0.0091859359768035,Low achievement,Low activity completion,Access constraints,Timely reporting,"Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review access, movement and operational constraints affecting delivery.",Recommended for human review; the model does not make operational decisions.
ES-001695,2026-07-01,Livelihood Recovery Initiative,Livelihoods,Borno,Maiduguri,Maiduguri Site 5,Low,2.2848268925694224e-18,Low staff availability,Previous-month achievement pattern,Budget utilisation pattern,Strong achievement,"Review staffing coverage, absences and field deployment capacity. | Review recent performance trends for persistent underachievement. | Review expenditure patterns against implementation progress.",Recommended for human review; the model does not make operational decisions.
